vid,title,tag,time,duration,views,link
bTvx23GfIpo,REAÇÕES CAMPINEIRAS - SPORT 2X1 PONTE PRETA [ BRASILEIRÃO SÉRIE B 2022 ],Sport,3 weeks ago,7:00,"10,380 views",https://www.youtube.com/watch?v=bTvx23GfIpo
Rkv_7SZJ0ys,🦊🎙 ENTREVISTA COLETIVA | PAULO PEZZOLANO - CRUZEIRO 2 X 1 SPORT,Sport,1 day ago,9:57,"7,895 views",https://www.youtube.com/watch?v=Rkv_7SZJ0ys
xPavvLMdFqc,Joe Joyce vs Christian Hammer • FULL FINAL PRESS CONFERENCE • BT Sport Boxing,Sport,2 hours ago,29:31,"2,151 views",https://www.youtube.com/watch?v=xPavvLMdFqc
zFj13k-ZOJE,King Of The Table - Heavy Athletes!,Sport,7 days ago,1:41,"394,176 views",https://www.youtube.com/watch?v=zFj13k-ZOJE
Kotg9GNxYoM,Tivi Gunz x Braulio Fogon - Joseador 5 (Sport) (Video Oficial),Sport,3 weeks ago,2:45,"478,906 views",https://www.youtube.com/watch?v=Kotg9GNxYoM
vK-A__Typ_Y,Cruzeiro 2 x 1 Sport pela 15ª Rodada da Série B 2022 - Reportagem,Sport,23 hours ago,4:37,"19,905 views",https://www.youtube.com/watch?v=vK-A__Typ_Y
7-sZEcAbh9o,Juventus: la bomba sul mercato bianconero ||| Analisi calciomercato Fcm Sport,Sport,6 hours ago,9:28,"6,031 views",https://www.youtube.com/watch?v=7-sZEcAbh9o
9L5IUuD-0W8,"PART II   || Nggak Nyangka... Gembel Naik MOBIL SPORT,  Cewenya Malah Klepek-Klepek.",Sport,4 days ago,14:49,"701,553 views",https://www.youtube.com/watch?v=9L5IUuD-0W8
_kjmqxJ413o,É HOJE! SPORT PERDEU E VASCO PODE ABRIR GRANDE DISTANCIA NO G4 | PALÁCIOS TITULAR E FIGUEIREDO DE 9!,Sport,1 day ago,9:57,"24,797 views",https://www.youtube.com/watch?v=_kjmqxJ413o
_MDZgeqFpLM,VIRAL Kakek 103 Tahun Bawa Uang Sekarung Beli Pajero Sport,Sport,12 hours ago,2:11,"10,577 views",https://www.youtube.com/watch?v=_MDZgeqFpLM
Blb9LqOB6XM,MOST EMBARRASSING MOMENTS IN SPORTS !!  😁,Sport,1 month ago,8:38,"6,107,220 views",https://www.youtube.com/watch?v=Blb9LqOB6XM
ES-kWa21bhk,1 IN A MILLION MOMENTS IN SPORTS ! 😳,Sport,5 months ago,5:56,"29,016,147 views",https://www.youtube.com/watch?v=ES-kWa21bhk
T4NOt727wqI,20 Comfort Foods From Around The World,Food,2 years ago,12:02,"5,209,690 views",https://www.youtube.com/watch?v=T4NOt727wqI
FqNEx17crMI,Kids Try Prison Food from Around the World | Kids Try | HiHo Kids,Food,2 years ago,5:37,"13,710,516 views",https://www.youtube.com/watch?v=FqNEx17crMI
PHeS4ZZ9l9A,All The Differences Between American And Japanese 7-Eleven | Food Wars | Food Insider,Food,1 month ago,38:08,"564,230 views",https://www.youtube.com/watch?v=PHeS4ZZ9l9A
7qOl97KGQDc,Gordon Ramsay Cooks Street Food In India | Gordon's Great Escape,Food,3 years ago,7:15,"15,213,235 views",https://www.youtube.com/watch?v=7qOl97KGQDc
Z9RD_wPDlpQ,US vs UK Popeyes | Food Wars,Food,5 months ago,19:28,"1,501,902 views",https://www.youtube.com/watch?v=Z9RD_wPDlpQ
iCzh4bV1dAs,when the food is straight up bussin | Kitchen Nightmares,Food,1 year ago,17:46,"19,673,563 views",https://www.youtube.com/watch?v=iCzh4bV1dAs
DFjkHnZCqmU,Last Minute Super Bowl Food Spread In 3 Hours,Food,4 months ago,11:36,"2,429,856 views",https://www.youtube.com/watch?v=DFjkHnZCqmU
t-e_xTbAydE,4 Levels of Pasta Bolognese: Amateur to Food Scientist | Epicurious,Food,9 days ago,16:58,"414,257 views",https://www.youtube.com/watch?v=t-e_xTbAydE
vQMo2Sg1p-Y,Pakistan Street Food at Night!! Vegans Won’t Survive Here!!,Food,8 days ago,17:06,"3,803,689 views",https://www.youtube.com/watch?v=vQMo2Sg1p-Y
nUZCE40n2zg,I Ate Gordon Ramsay’s Food For An Entire Day,Food,2 months ago,11:25,"5,096,402 views",https://www.youtube.com/watch?v=nUZCE40n2zg
9i4SKHbhbqk,The Best Fast Food Recipes | Part One | Gordon Ramsay,Food,1 year ago,16:12,"31,324,872 views",https://www.youtube.com/watch?v=9i4SKHbhbqk
WtmuksJpwo4,BEST HOTPOT EVER?! London Chinatown FOOD TOUR | Must Try STEAM BUNS,Food,2 weeks ago,25:11,"662,619 views",https://www.youtube.com/watch?v=WtmuksJpwo4
-CzOvqqnQS0,Indian Street Food in Singapore!! KING OF CHAPATI - Best Food in Little India!!,Food,3 weeks ago,30:16,"1,470,449 views",https://www.youtube.com/watch?v=-CzOvqqnQS0
CKnGXZxK7zs,Popular Fast-Food Restaurants In Every State | 50 State Favorites,Food,1 year ago,9:43,"3,733,724 views",https://www.youtube.com/watch?v=CKnGXZxK7zs
B4nRgGnaknY,Singapore’s BIGGEST Street Food!! 5 Things You HAVE TO EAT at Chinatown Complex!!,Food,12 days ago,35:55,"1,267,966 views",https://www.youtube.com/watch?v=B4nRgGnaknY
lnIWTv2xdk8,Ultimate Food Hacks That Will Leave You Speechless,Food,3 months ago,12:29,"1,291,141 views",https://www.youtube.com/watch?v=lnIWTv2xdk8
QZBUfZDe_0U,24 HOURS Eating at Europe’s LARGEST DEPARTMENT STORE! Harrods FOOD COURT & Restaurant Review,Food,10 days ago,18:03,"632,814 views",https://www.youtube.com/watch?v=QZBUfZDe_0U
gVUmDZy3DWI,Daredevils of Dining!! Central Asia’s Extreme Street Food!!,Food,4 weeks ago,17:29,"2,457,057 views",https://www.youtube.com/watch?v=gVUmDZy3DWI
ooqdg9Wr-mo,World’s Most Expensive Food!,Food,1 year ago,8:06,"36,467,828 views",https://www.youtube.com/watch?v=ooqdg9Wr-mo
0v-RpuPILX0,Filipino-Style Barbecue Chicken - Food Wishes,Food,12 days ago,12:40,"179,577 views",https://www.youtube.com/watch?v=0v-RpuPILX0
uRM0yMF0AtQ,"MOST POPULAR FOOD FOR ASMR + ALFREDO SAUCE (MOZZARELLA CORN DOG, NUGGETS, ONION RINGS, HASH BROWNS)",Food,2 years ago,16:19,"16,673,043 views",https://www.youtube.com/watch?v=uRM0yMF0AtQ
bTCQhMMfse0,Junk Food,Food,2 years ago,8:09,"70,778,293 views",https://www.youtube.com/watch?v=bTCQhMMfse0
16mWs3gNcwc,US vs UK Wingstop | Food Wars | Food Insider,Food,1 year ago,14:43,"3,698,302 views",https://www.youtube.com/watch?v=16mWs3gNcwc
YKZLTo93ULY,The World's BIGGEST Chinese Food Platter Challenge!,Food,1 month ago,10:35,"685,011 views",https://www.youtube.com/watch?v=YKZLTo93ULY
bj_M6w_LGgw,I Tasted Every Food At Disneyland,Food,5 days ago,9:44,"1,058,016 views",https://www.youtube.com/watch?v=bj_M6w_LGgw
0vpJ7QsAsD8,"ASMR *PURPLE FOOD* JELLY DONUT, PEEPS, CANDY CORN, POPPING BOBA, ROCK CANDY, GRAPE CRUSH MUKBANG 먹방",Food,1 year ago,17:01,"31,536,208 views",https://www.youtube.com/watch?v=0vpJ7QsAsD8
DVqdF4tScVs,McDonald’s Pakistan VS India!! Epic Fast Food Showdown!!,Food,2 months ago,15:06,"5,661,053 views",https://www.youtube.com/watch?v=DVqdF4tScVs
3QxV-Kb-__I,EXTREME Spicy Food TikTok Compilation 17 🥵,Food,4 months ago,16:37,"9,312,548 views",https://www.youtube.com/watch?v=3QxV-Kb-__I
mSjrVaysuvk,COSTCO FOODS,Food,10 days ago,12:36,"582,400 views",https://www.youtube.com/watch?v=mSjrVaysuvk
QYVyjS-Ky9E,£100 Takeaway Challenge | Can we IMPRESS THE CHEF?? | Sorted Food,Food,8 days ago,17:39,"388,771 views",https://www.youtube.com/watch?v=QYVyjS-Ky9E
Wxdj970RM7M,The Most Iconic Food In Every State | 50 State Favorites,Food,1 year ago,9:10,"7,192,664 views",https://www.youtube.com/watch?v=Wxdj970RM7M
uCUge68Z228,BIG VS MEDIUM VS SMALL FOOD CHALLENGE || Last To Stop Wins! Giant VS Tiny Food by 123 GO! FOOD,Food,7 months ago,9:42,"6,093,698 views",https://www.youtube.com/watch?v=uCUge68Z228
eLeYCwv0j9Q,US vs Japan McDonald's | Food Wars,Food,8 months ago,22:44,"7,783,032 views",https://www.youtube.com/watch?v=eLeYCwv0j9Q
_ctbfHbS5BM,The BBQ King Of Brooklyn | Street Food Icons,Food,3 months ago,10:31,"1,129,183 views",https://www.youtube.com/watch?v=_ctbfHbS5BM
geswqDSXs9s,"Armenian-Style Potato Salad - The Best No Mayo, No Egg Potato Salad - Food Wishes",Food,1 day ago,9:17,"88,928 views",https://www.youtube.com/watch?v=geswqDSXs9s
KIDLu5pVoWM,What's The Best GMM Food? Taste Test,Food,3 months ago,25:11,"2,771,359 views",https://www.youtube.com/watch?v=KIDLu5pVoWM
_4aS5vXNLVw,EXOTIC FOOD RECIPES YOU'LL WANT TO TRY || 5-Minute Recipes For Special Occasions!,Food,1 year ago,10:40,"11,211,084 views",https://www.youtube.com/watch?v=_4aS5vXNLVw
Je_tEM5hQWg,UNREAL Zimbabwe Street Food!! ONLY Meat Eaters Allowed!!,Food,3 months ago,17:59,"2,172,567 views",https://www.youtube.com/watch?v=Je_tEM5hQWg
NLPuCclm5lA,THE MOST SATISFYING FOOD VIDEO COMPILATION | SATISFYING AND TASTY FOOD,Food,1 year ago,12:16,"4,549,729 views",https://www.youtube.com/watch?v=NLPuCclm5lA
2J2YERCzcT0,Food Hacks And Cooking You MUST See,Food,11 months ago,15:52,"5,884,767 views",https://www.youtube.com/watch?v=2J2YERCzcT0
Y8PIcsCtA_k,Food Emoji Food Challenge,Food,5 years ago,11:11,"47,675,403 views",https://www.youtube.com/watch?v=Y8PIcsCtA_k
kJSNzQRJjRI,Pakistani Food FAIL!! Underground Goat Cooking Goes Wrong!!,Food,1 day ago,17:40,"756,776 views",https://www.youtube.com/watch?v=kJSNzQRJjRI
9vIuMhynx1s,"Try Not To Eat - Family Guy (Peter's Food Truck, Car Panini, Cool Whip) | People Vs. Food",Food,3 weeks ago,13:10,"978,908 views",https://www.youtube.com/watch?v=9vIuMhynx1s
VooHiweb1sw,Sneaky Ways Fast Food Restaurants Get You To Spend Money,Food,3 years ago,6:48,"7,406,778 views",https://www.youtube.com/watch?v=VooHiweb1sw
lJ8PdLpbcd8,Busting 100 Food Myths in 24 Hours,Food,2 months ago,12:02,"7,782,146 views",https://www.youtube.com/watch?v=lJ8PdLpbcd8
J8wZOkp-gz4,Singapore's RECORD BREAKING Chili Crab!! Massive Seafood of Asia!!,Food,12 days ago,11:30,"2,035,009 views",https://www.youtube.com/watch?v=J8wZOkp-gz4
iVAE51iZEDE,US vs Japan Food Wars Season 2 Marathon | Food Wars | Food Insider,Food,1 month ago,2:15:40,"134,235 views",https://www.youtube.com/watch?v=iVAE51iZEDE
W20wnEQTWUs,The Hot Dog King of Tulsa | Street Food Icons,Food,9 months ago,10:28,"2,687,200 views",https://www.youtube.com/watch?v=W20wnEQTWUs
Hz-qlYylXvY,"How 160-Kilogram Paellas Feed 1,400 People In Spain | Big Batches | Food Insider",Food,2 weeks ago,6:52,"367,141 views",https://www.youtube.com/watch?v=Hz-qlYylXvY
XVMxZMxkAgM,6 Times Gordon Ramsay Actually LIKED THE FOOD! | Kitchen Nightmares COMPILATION,Food,5 years ago,6:03,"74,930,167 views",https://www.youtube.com/watch?v=XVMxZMxkAgM
pp-zw4ykOpw,Testing a 5 Course Menu in an Air Fryer?! | Sorted Food,Food,2 weeks ago,19:53,"566,641 views",https://www.youtube.com/watch?v=pp-zw4ykOpw
W5TV5t0mJ0A,McDonald's vs. Burger King Taste Test | FOOD FEUDS,Food,1 month ago,20:28,"1,833,283 views",https://www.youtube.com/watch?v=W5TV5t0mJ0A
pn0LSvhafYw,Pakistan Street Food VS India Street Food!! Who does it better?,Food,1 month ago,12:07,"5,054,326 views",https://www.youtube.com/watch?v=pn0LSvhafYw
1j-q5RgOfwI,Thailand Street Food - INSANE WHOLE HERBAL CHICKEN + 11 Best Foods to Try in Chiang Mai!!,Food,5 days ago,27:19,"642,926 views",https://www.youtube.com/watch?v=1j-q5RgOfwI
_Z5UMH8trWE,Nigerian Food Tour!! Hardest Place to Shoot in Africa! (Full Documentary),Food,11 months ago,1:37:23,"10,885,618 views",https://www.youtube.com/watch?v=_Z5UMH8trWE
VzPJE4LUxC4,A5 Wagyu Roti Don from Food Wars! | Anime with Alvin,Food,3 weeks ago,6:05,"593,482 views",https://www.youtube.com/watch?v=VzPJE4LUxC4
sOjKF1Xvtnk,Frozen vs. Fast vs. Fancy Food Taste Test,Food,10 days ago,18:47,"1,321,233 views",https://www.youtube.com/watch?v=sOjKF1Xvtnk
GT9k0i8CMMk,Cost of living: Inflation hits 40-year high as food prices rise,Food,7 days ago,5:37,"84,896 views",https://www.youtube.com/watch?v=GT9k0i8CMMk
MXfPEAU2d0s,Singapore Night Markets Return with Street Food,Food,1 month ago,14:59,"713,319 views",https://www.youtube.com/watch?v=MXfPEAU2d0s
H3mDsJ04J2o,"Try Not To Eat - Parks and Rec (Paunch Burger, Meat Tornado, Snake Juice) | People Vs. Food",Food,5 days ago,11:58,"455,508 views",https://www.youtube.com/watch?v=H3mDsJ04J2o
kKnAA_aIufs,Most RARE Street Food Tour of Saudi Arabia - INSANE Camel Platter + FULL Day of Eating Saudi Food!!!,Food,2 months ago,19:53,"820,987 views",https://www.youtube.com/watch?v=kKnAA_aIufs
53me-ICi_f8,Uncle Roger DISGUSTED by this Egg Fried Rice Video (BBC Food),Food,1 year ago,7:56,"30,924,606 views",https://www.youtube.com/watch?v=53me-ICi_f8
2Iiy1uaTYWk,Ultimate PAKISTANI STREET FOOD Tour in Dubai!! 16 Hours Eating Biryani + Balloon-Sized Puris!!,Food,4 months ago,37:51,"3,044,875 views",https://www.youtube.com/watch?v=2Iiy1uaTYWk
YuozdGbyDWo,Do you like ordering food for the table?,Food,10 months ago,0:36,"19,630,263 views",https://www.youtube.com/watch?v=YuozdGbyDWo
cRCPDTt_xUo,Food Babies 60 oz Tomahawk Steak Challenge,Food,5 days ago,25:44,"637,968 views",https://www.youtube.com/watch?v=cRCPDTt_xUo
3jYqDuzVR7A,Valley food delivery driver photographed her killer before she was murdered,Food,5 days ago,2:52,"1,404,686 views",https://www.youtube.com/watch?v=3jYqDuzVR7A
sZ12W9uqxR4,What the Chaga Tribe Eats in a Day!! EXTREME African Food in Tanzania!!,Food,1 month ago,22:26,"3,832,393 views",https://www.youtube.com/watch?v=sZ12W9uqxR4
sxt4YCIsn2I,The Legendary Dosa Man of NYC | Street Food Icons,Food,3 years ago,8:19,"17,022,273 views",https://www.youtube.com/watch?v=sxt4YCIsn2I
vn_os3ClS_k,Here's Why America is About to Run Out of Cars and Food,Food,5 days ago,11:50,"408,016 views",https://www.youtube.com/watch?v=vn_os3ClS_k
-oWyNt7Fptc,"Guy Fieri Eats Two-Meat Pierogi | Diners, Drive-Ins and Dives | Food Network",Food,1 day ago,3:28,"47,289 views",https://www.youtube.com/watch?v=-oWyNt7Fptc
usQ-NT0mH74,India’s Mega Street Food Factories!! Hyderabad Haleem & Biryani!!,Food,11 days ago,19:11,"2,098,210 views",https://www.youtube.com/watch?v=usQ-NT0mH74
1SAezMUB8sw,"What is the Best Fast Food PIZZA?? (Tier list - Dominos, Papa John's, Hungry Howie's...)",Food,3 months ago,15:49,"4,042,607 views",https://www.youtube.com/watch?v=1SAezMUB8sw
xmGwCl9pspo,I ordered Indian food for lunch,Food,1 year ago,1:00,"21,586,518 views",https://www.youtube.com/watch?v=xmGwCl9pspo
vHQnr49uJCU,Africa faces a looming food crisis as Ukraine War drags on | DW News,Food,4 days ago,10:42,"38,348 views",https://www.youtube.com/watch?v=vHQnr49uJCU
vdnfGR2Q8yg,Food Theory: MrBeast Is WRONG About Wonka's Chocolate River! (Willy Wonka's Chocolate Factory),Food,11 days ago,12:56,"2,464,289 views",https://www.youtube.com/watch?v=vdnfGR2Q8yg
Y53hOrNU1u0,NIGHTMARE Egypt Food Tour!! POLICE Shut Us Down!!,Food,2 months ago,24:05,"6,125,824 views",https://www.youtube.com/watch?v=Y53hOrNU1u0
lixkJv3MLdc,US vs UK Coca-Cola | Food Wars,Food,6 months ago,18:04,"3,004,486 views",https://www.youtube.com/watch?v=lixkJv3MLdc
gpUSabJb8XA,"US vs UK Portion Size Differences (Wendy’s, Popeyes, and More) | Food Wars | Food Insider",Food,11 days ago,31:35,"133,834 views",https://www.youtube.com/watch?v=gpUSabJb8XA
NQDom2gxiVc,Street Food in Peshawar - GOLDEN PULAO Mountain + Charsi Tikka Kabab + Pakistani Street Food Tour!,Food,3 years ago,19:59,"34,669,902 views",https://www.youtube.com/watch?v=NQDom2gxiVc
sd46IN_jml0,Eating Only Minecraft Food for 50 Hours,Food,4 months ago,9:44,"6,893,592 views",https://www.youtube.com/watch?v=sd46IN_jml0
MtxqrHiP2Mk,$100 Food Truck Challenge!! USA's Street Food of the North!!,Food,9 months ago,17:30,"5,669,356 views",https://www.youtube.com/watch?v=MtxqrHiP2Mk
sfuDVRNYViQ,Minecraft but there's Junk Food Hearts,Food,3 days ago,23:58,"1,728,453 views",https://www.youtube.com/watch?v=sfuDVRNYViQ
WafWphQzUlo,4 Levels of Poutine: Amateur to Food Scientist | Epicurious,Food,1 month ago,13:49,"415,236 views",https://www.youtube.com/watch?v=WafWphQzUlo
b3e0H-vKSHI,TURNING My HOUSE into a FAST FOOD Restaurant - McDonald's vs Taco Bell at Home DIY,Food,2 months ago,19:29,"3,536,103 views",https://www.youtube.com/watch?v=b3e0H-vKSHI
6-Oj83hX0Zg,ULTIMATE GROCERY SHOP BATTLE (Ep 3/3 JAMIE) | Sorted Food,Food,11 days ago,19:05,"389,210 views",https://www.youtube.com/watch?v=6-Oj83hX0Zg
NTLifuwI7Dg,RARE Jamaican Food!! Cross-Country Jamaican Food Tour!! (Full Documentary),Food,3 months ago,1:17:49,"3,539,357 views",https://www.youtube.com/watch?v=NTLifuwI7Dg
bFzpqWXFSTo,Central Asia Street Food!! Death by Meat in Uzbekistan!! (Full Documentary),Food,3 weeks ago,1:23:36,"2,370,168 views",https://www.youtube.com/watch?v=bFzpqWXFSTo
khne_9zuEWY,Eat In One Second - Disney Foods! | People Vs. Food,Food,2 months ago,12:01,"862,793 views",https://www.youtube.com/watch?v=khne_9zuEWY
A4nqqySjul4,Minecraft but there's Food Hearts,Food,3 months ago,16:09,"10,307,371 views",https://www.youtube.com/watch?v=A4nqqySjul4
EaAQh1US_ak,VIRAL FOOD HACKS AND TRICKS  ||  Yummy Ideas And Hacks by 123 GO! FOOD,Food,4 months ago,29:12,"10,987,588 views",https://www.youtube.com/watch?v=EaAQh1US_ak
jLla9VuOl7A,Trying Celebs' Favorite Weird Food Combos!  | People Vs. Food,Food,3 weeks ago,11:20,"539,202 views",https://www.youtube.com/watch?v=jLla9VuOl7A
767xPIjTm2A,Vietnam $100 Street Food Challenge!! Best Street Food in Saigon!!!,Food,2 years ago,19:00,"10,553,280 views",https://www.youtube.com/watch?v=767xPIjTm2A
HoAg1trAfIc,Blind Tasting BUDGET vs PREMIUM Ingredients | Where Best to Spend your Money?,Food,4 days ago,19:47,"370,777 views",https://www.youtube.com/watch?v=HoAg1trAfIc
biJxttaumc0,DEEPEST Street Food Tour of Turkey - 5 UNIQUE Street Foods + BEST Hummus Masters!,Food,5 months ago,18:09,"1,479,941 views",https://www.youtube.com/watch?v=biJxttaumc0
K6knVq8OfgY,Will The U.S. Face A Food Shortage?,Food,2 months ago,12:17,"765,834 views",https://www.youtube.com/watch?v=K6knVq8OfgY
dgU2ScmdvMc,Holy Indian Street Food!! Bizarre to Epic in Varanasi!!,Food,2 weeks ago,20:50,"1,710,942 views",https://www.youtube.com/watch?v=dgU2ScmdvMc
gDlo750LINo,Reviewing Kitchen Gadgets!! | S2 E7 Sorted Food,Food,2 weeks ago,19:05,"489,566 views",https://www.youtube.com/watch?v=gDlo750LINo
DOYkhnNYOCM,4 Levels of Ice Cream Sandwich: Amateur to Food Scientist | Epicurious,Food,3 weeks ago,14:21,"289,800 views",https://www.youtube.com/watch?v=DOYkhnNYOCM
MRyWyWIWhrc,Why Miyazaki Mangoes Are So Expensive | So Expensive Food | Business Insider,Food,3 weeks ago,10:00,"1,134,465 views",https://www.youtube.com/watch?v=MRyWyWIWhrc
ZWAcyGLkQXs,ILLEGAL Street Food in Africa’s Busiest Market!! (We ate it anyways),Food,3 months ago,16:16,"2,666,115 views",https://www.youtube.com/watch?v=ZWAcyGLkQXs
CRThXlGoWqM,I Ate EVERY Minecraft Food In Real Life...,Food,6 months ago,14:04,"8,145,508 views",https://www.youtube.com/watch?v=CRThXlGoWqM
qAPN9Yl1fac,NO HANDS VS ONE HAND VS TWO HANDS!  Funny FOOD Situations! 100 Layers of Food by 123 GO! CHALLENGE,Food,Streamed 3 months ago,53:23,"4,754,092 views",https://www.youtube.com/watch?v=qAPN9Yl1fac
oYSqYLPHRZg,"Americans Try Brazilian Food For The First Time!! (Pão de Queijo, Feijoada, Beiju de Tapioca)",Food,13 days ago,11:37,"347,300 views",https://www.youtube.com/watch?v=oYSqYLPHRZg
3ypZxO0Cht0,Jokes About EVERY Fast Food Chain! - Dry Bar Comedy,Food,8 months ago,1:38:12,"2,497,486 views",https://www.youtube.com/watch?v=3ypZxO0Cht0
DWqVdtiuXdc,I Survived on the World's Cheapest Food!,Food,8 days ago,8:31,"2,315,559 views",https://www.youtube.com/watch?v=DWqVdtiuXdc
3xmi4vUwtlM,Asia’s RAREST Street Food Made Once a Year!! Navruz in Uzbekistan!!,Food,3 weeks ago,16:23,"1,369,617 views",https://www.youtube.com/watch?v=3xmi4vUwtlM
u0RE_zUa3x4,RARE Zimbabwe Tribal Food!! From Giraffes to Goats!!,Food,3 months ago,16:33,"1,410,133 views",https://www.youtube.com/watch?v=u0RE_zUa3x4
Dm20K7k_Pgw,15 Forgotten Fast Food Chains,Food,5 days ago,11:04,"129,945 views",https://www.youtube.com/watch?v=Dm20K7k_Pgw
J34YjeHcUc4,PAKISTANI STREET FOOD | Whole Chicken Barbeque Recipe | Village Food,Food,8 days ago,11:30,"1,362,359 views",https://www.youtube.com/watch?v=J34YjeHcUc4
I3k4Q7QPkGM,If FOOD were PEOPLE | Funny Food Situations by La La Life Musical,Food,1 year ago,10:50,"36,376,923 views",https://www.youtube.com/watch?v=I3k4Q7QPkGM
COKgCX246xM,TASTY FOOD HACKS || Genius Ways to Cook Food,Food,6 months ago,15:07,"1,550,317 views",https://www.youtube.com/watch?v=COKgCX246xM
CfB3ll3oQs8,"People Order Food, I Deliver Oblivion - Cooking Simulator",Food,6 months ago,18:22,"4,717,755 views",https://www.youtube.com/watch?v=CfB3ll3oQs8
aje9UGNi_l0,Why you’re always tired (+ food fixes!) 🍜,Food,3 months ago,9:09,"1,300,878 views",https://www.youtube.com/watch?v=aje9UGNi_l0
wkX3z7m31ts,"ASMR EATING SPICY FRIEDRICE,SPICY CHICKEN CURRY,CHICKEN LOLLIPOP,ASMR MUKBANG *FOOD EATING*spiceasmr",Food,1 month ago,13:54,"2,555,683 views",https://www.youtube.com/watch?v=wkX3z7m31ts
U5bijOlB-4I,Food Theory: NEVER Eat The Right Twix!,Food,1 month ago,14:03,"2,262,203 views",https://www.youtube.com/watch?v=U5bijOlB-4I
DDJ-wVNbaIs,Food Theory: The Food Pyramid Conspiracy,Food,5 months ago,17:55,"2,181,595 views",https://www.youtube.com/watch?v=DDJ-wVNbaIs
FjdWBKF2VGY,BHEL PURI | Delicious Bhel Puri with Two Chutneys | Indian Street Food Recipe Cooking in Village,Food,2 months ago,10:35,"8,498,055 views",https://www.youtube.com/watch?v=FjdWBKF2VGY
abHKnPxPXPE,Most UNIQUE Street Food in Saudi Arabia - RARE Village Haneeth Making Process in DEEP South Saudi!,Food,2 months ago,16:09,"924,104 views",https://www.youtube.com/watch?v=abHKnPxPXPE
XdQYm6zIsMI,Eating Moroccan Street Food for 7 Days 🇲🇦 Amazing 42 Foods around Morocco,Food,2 months ago,1:10:41,"1,487,198 views",https://www.youtube.com/watch?v=XdQYm6zIsMI
YabsUSETJXY,"Italian Chef horrified by UK's ""Italian"" food!!",Food,13 days ago,14:11,"641,224 views",https://www.youtube.com/watch?v=YabsUSETJXY
MwqtPg9J8qI,Filipino Street Food!! Cebu's #1 LECHON in CARCAR + Chicharron Factory in The Philippines!,Food,3 weeks ago,17:23,"647,377 views",https://www.youtube.com/watch?v=MwqtPg9J8qI
ItxIvVH3T6o,Food Theory: Can you make cookies out of your Christmas tree?,Food,6 months ago,23:20,"2,107,095 views",https://www.youtube.com/watch?v=ItxIvVH3T6o
LYfVK0OjbBQ,EXTREME African Tribal Food!! Eating EVERYTHING They Eat!!,Food,1 month ago,1:28:08,"750,092 views",https://www.youtube.com/watch?v=LYfVK0OjbBQ
Jm-vpAV7FnU,EGYPT Food Tour!! WORST Place to Shoot in Africa!!,Food,2 months ago,5:54,"2,392,848 views",https://www.youtube.com/watch?v=Jm-vpAV7FnU
YMLcMotvlWE,"Try Not To Eat - BTS’ Favorite Foods! (Banana Milk, Kalguksu, Kimchi-jjigae) | People Vs. Food",Food,2 weeks ago,11:43,"575,303 views",https://www.youtube.com/watch?v=YMLcMotvlWE
nuSHSnnz4cg,Forbidden Food Tour in Cairo!! Egypt’s EXOTIC Food!!,Food,2 months ago,20:35,"2,478,977 views",https://www.youtube.com/watch?v=nuSHSnnz4cg
2v_GxYT3Pgw,First Time in Bangladesh!! 🇧🇩 VOLCANO MUSTARD FISH FRY + Street Food in Dhaka!!,Food,2 months ago,43:27,"3,955,128 views",https://www.youtube.com/watch?v=2v_GxYT3Pgw
e94zWmu58ZY,What Cubans Eat!! American Reveals WILD Cuban Food!! (Full Documentary),Food,5 months ago,1:21:33,"5,348,792 views",https://www.youtube.com/watch?v=e94zWmu58ZY
gLQV_dhnxBo,SUMMER FOOD HACKS AND TRICKS || Crazy Ideas That Will Surprise You by 123 GO! FOOD,Food,1 month ago,9:06,"629,516 views",https://www.youtube.com/watch?v=gLQV_dhnxBo
P2BQV3b6RhE,$100 Filipino Street Food Challenge in Manila!! Is It Possible?,Food,1 month ago,11:45,"4,447,893 views",https://www.youtube.com/watch?v=P2BQV3b6RhE
2pd-Nrqk188,Trying The Most Unique Nepali Street Food!,Food,4 months ago,6:27,"1,341,120 views",https://www.youtube.com/watch?v=2pd-Nrqk188
D9yZDOqIt1M,WORST Food I’ve Tried!! SHOCKING African Tribal Food of the Datoga!!,Food,1 month ago,22:04,"3,051,742 views",https://www.youtube.com/watch?v=D9yZDOqIt1M
BY6d9xw1Ivs,Spicy Food Fire Noodle Mukbang DONA,Food,10 months ago,5:33,"6,321,755 views",https://www.youtube.com/watch?v=BY6d9xw1Ivs
4xWTc9pojow,Worst Food Crimes Taste Test,Food,3 weeks ago,19:12,"1,281,455 views",https://www.youtube.com/watch?v=4xWTc9pojow
78osGNNmVRg,Balochi Mutton karahi Recipe By Food Fusion (Bakra Eid Special),Food,5 days ago,3:08,"77,993 views",https://www.youtube.com/watch?v=78osGNNmVRg
Zt4EjzoQ59M,Kigali Street Food in Rwanda!! East Africa's Meat Paradise!,Food,3 months ago,14:38,"1,681,315 views",https://www.youtube.com/watch?v=Zt4EjzoQ59M
D9wbt8YDLxs,Busting 50 FOOD Myths in 50 Hours! ft. Rosanna Pansino,Food,1 month ago,8:30,"1,794,608 views",https://www.youtube.com/watch?v=D9wbt8YDLxs
