vid,title,tag,time,duration_min,views,link,view_10k
7QDDaymJHYA,Wayne Rainey rides again ❤️ 30 years after a crash that left him paralysed from the chest down!,Sport,4 days ago,6.266666666666667,"128,331 views",https://www.youtube.com/watch?v=7QDDaymJHYA,12.8331
uNTML5IBOF0,Range Rover Sport 2022 | Primera información / Review en español | coches.net,Sport,10 days ago,9.133333333333333,"50,064 views",https://www.youtube.com/watch?v=uNTML5IBOF0,5.0064
O4oV1dlHvhA,Sport pour Enfant à la maison 10 minutes !,Sport,1 year ago,10.5,"287,990 views",https://www.youtube.com/watch?v=O4oV1dlHvhA,28.799
PTGTHpGwpIw,NÁUTICO 1 X 2 SPORT | MELHORES MOMENTOS | 5ª RODADA PERNAMBUCANO 2022 | ge.globo,Sport,3 months ago,3.466666666666667,"167,354 views",https://www.youtube.com/watch?v=PTGTHpGwpIw,16.7354
ezMXjHE5ajI,"30 Moments ""Jamais Vus"" Dans Le Sport !",Sport,7 months ago,8.016666666666667,"2,820,613 views",https://www.youtube.com/watch?v=ezMXjHE5ajI,282.0613
VJdbyOaUygA,LOL Moments In Sport,Sport,1 month ago,4.3,"2,062,566 views",https://www.youtube.com/watch?v=VJdbyOaUygA,206.2566
inX6-hxbncI,TÉCNICO GILMAR DAL POZZO ACABA DE SER DEMITIDO DO SPORT RECIFE. ENTENDA TUDO,Sport,4 days ago,8.983333333333333,"9,902 views",https://www.youtube.com/watch?v=inX6-hxbncI,0.9902
ehhRoO_aHnQ,"""1 IN A MILLION"" MOMENTS IN SPORT! 😲",Sport,2 weeks ago,8.3,"163,682 views",https://www.youtube.com/watch?v=ehhRoO_aHnQ,16.3682
ZVmp1DrTJXs,5 exercises to lose belly fat !,Sport,2 years ago,8.683333333333334,"10,569,020 views",https://www.youtube.com/watch?v=ZVmp1DrTJXs,1056.902
FXtzMTYvHjM,MAIS UMA DERROTA | LIVE DO INTERVALO CRUZEIRO 2X1 SPORT,Sport,Streamed 1 day ago,15.483333333333333,"6,037 views",https://www.youtube.com/watch?v=FXtzMTYvHjM,0.6037
q-wllUz_ntQ,20 FUNNIEST AND INAPPROPRIATE MOMENTS IN SPORTS,Sport,1 year ago,8.95,"8,935,825 views",https://www.youtube.com/watch?v=q-wllUz_ntQ,893.5825
1Cnxy_JXaQY,FORA DAL POZZO? SPORT EMPATA COM O BRUSQUE E PERDE CHANCE DE ENTRAR NO G4 DA SERIE B. PÓS JOGO,Sport,4 days ago,9.166666666666666,"8,504 views",https://www.youtube.com/watch?v=1Cnxy_JXaQY,0.8504
JSTJ_1CbiAg,Marina Rollman : L'addiction au sport - Un spectacle drôle - CANAL+,Sport,2 weeks ago,4.883333333333334,"313,740 views",https://www.youtube.com/watch?v=JSTJ_1CbiAg,31.374
Q3qMqkwsZCs,The Most EXPENSIVE Sports Cards in my Collection?,Sport,1 day ago,14.2,"9,267 views",https://www.youtube.com/watch?v=Q3qMqkwsZCs,0.9267
6TD_eGrMoWk,NOVO TREINADOR DO SPORT!,Sport,3 days ago,8.366666666666667,"29,275 views",https://www.youtube.com/watch?v=6TD_eGrMoWk,2.9275
6vM9ZBpUFnY,Resumen: Sport Huancayo vs Universitario de Deportes (2-0) #LIGA1BETSSONXGOLPERU,Sport,3 days ago,2.216666666666667,"95,562 views",https://www.youtube.com/watch?v=6vM9ZBpUFnY,9.5562
riC70jd7zbw,Íbis 0 x 4 Sport pelo Pernambucano 2022 - Reportagem,Sport,3 months ago,3.0,"25,044 views",https://www.youtube.com/watch?v=riC70jd7zbw,2.5044
xYDV4n-Bbn8,MAÍLSON HERÓI! | CSA 0(1)X(3)0 SPORT | MELHORES MOMENTOS | QUARTAS DE FINAL | COPA DO NORDESTE 2022,Sport,3 months ago,3.5833333333333335,"251,109 views",https://www.youtube.com/watch?v=xYDV4n-Bbn8,25.1109
YC7OS1N7_0Y,SPORT TÁ NA FINAL! | SPORT 3X1 CRB | MELHORES MOMENTOS | SEMIFINAL | COPA DO NORDESTE 2022,Sport,3 months ago,6.85,"252,391 views",https://www.youtube.com/watch?v=YC7OS1N7_0Y,25.2391
x26MyWBJ7II,12 Minuten Bauch-Beine-Workout - Daria zeigt wie einfach es ist fit zu bleiben,Sport,4 years ago,13.3,"8,133,085 views",https://www.youtube.com/watch?v=x26MyWBJ7II,813.3085
WDvNkpnXaEE,SPORT 2 X 0 TOMBENSE | MELHORES MOMENTOS | 6ª RODADA BRASILEIRÃO SÉRIE B 2022 | ge.globo,Sport,1 month ago,3.3833333333333333,"193,101 views",https://www.youtube.com/watch?v=WDvNkpnXaEE,19.3101
Je4kLnc49dU,PALMEIRAS 2 X 3 SPORT | MELHORES MOMENTOS | SEMIFINAL COPA DO BRASIL SUB-17 | ge.globo,Sport,2 weeks ago,3.066666666666667,"150,997 views",https://www.youtube.com/watch?v=Je4kLnc49dU,15.0997
PQpuoCsltoI,"VN Sports 26/6 |HLV Park:Nếu VN cần thay đổi tôi sẽ rút lui,Ronaldo Indo tuyên bố đanh thép trước VN",Sport,4 days ago,8.383333333333333,"169,787 views",https://www.youtube.com/watch?v=PQpuoCsltoI,16.9787
q-r5azG6RXQ,Sport 3x1 CRB (HD) LEÃO DA ILHA NA FINAL DA LAMPIONS! MELHORES MOMENTOS,Sport,3 months ago,5.033333333333333,"54,691 views",https://www.youtube.com/watch?v=q-r5azG6RXQ,5.4691
PZ678SbuTz0,I MOMENTI PIÙ DIVERTENTI ED IMBARAZZANTI DELLO SPORT,Sport,2 years ago,11.233333333333333,"3,084,479 views",https://www.youtube.com/watch?v=PZ678SbuTz0,308.4479
JGSXMg4PmiI,LISCA DOIDO ESTA PRÓXIMO DE SER O NOVO TÉCNICO DO SPORT RECIFE SEGUNDO SITE - ENTENDA TUDO,Sport,3 days ago,5.483333333333333,"8,563 views",https://www.youtube.com/watch?v=JGSXMg4PmiI,0.8563
OQF5UpL1N-o,J'AFFRONTE ELSA AU FOOT SUR NINTENDO SWITCH SPORTS ! (le meilleur sport du jeu),Sport,1 month ago,16.983333333333334,"1,276,511 views",https://www.youtube.com/watch?v=OQF5UpL1N-o,127.6511
xhdt641YTVE,Pinaka Nakakabilib na Pangyayari sa Sports,Sport,1 year ago,10.233333333333333,"4,252,145 views",https://www.youtube.com/watch?v=xhdt641YTVE,425.2145
demnid_2OSo,"CSA 0x0 (1x3) Sport (HD) MAÍLSHOW , MAILSON! LEÃO ELIMINA AZULÃO! MELHORES MOMENTOS",Sport,3 months ago,5.166666666666667,"63,808 views",https://www.youtube.com/watch?v=demnid_2OSo,6.3808
h9sdfQsZEcA,URGENTE! MINHA NOSSA! SAIU AGORA!? NOVO TÉCNICO?! ULTIMAS NOTICIAS DO SPORT,Sport,3 days ago,2.3333333333333335,"10,819 views",https://www.youtube.com/watch?v=h9sdfQsZEcA,1.0819
WIcR7LEUCu4,Die größten Skandale im E-Sport,Sport,4 weeks ago,10.1,"250,512 views",https://www.youtube.com/watch?v=WIcR7LEUCu4,25.0512
-Q3AUVp6Aw0,Coletiva do técnico Gilmar Dal Pozzo (Sport x Brusque),Sport,4 days ago,8.95,"7,977 views",https://www.youtube.com/watch?v=-Q3AUVp6Aw0,0.7977
5NfERfTgcbA,Palmeiras 2 x 3 Sport - Melhores Momentos - Copa do Brasil Sub-17 2022,Sport,2 weeks ago,6.733333333333333,"271,668 views",https://www.youtube.com/watch?v=5NfERfTgcbA,27.1668
rfN8eN1CqQ0,Resumen: Sport Huancayo vs Alianza Lima (2-0) #LIGA1BETSSONXGOLPERU,Sport,3 weeks ago,1.9166666666666667,"157,114 views",https://www.youtube.com/watch?v=rfN8eN1CqQ0,15.7114
vhT-I3myPPI,tribun sport ትሪቡን ስፖርት | አቡበከር ናስር በትሪቡን ስፖርት | ABUBEKER NASIR on TRIBUN SPORT by Efrem Yemane,Sport,2 weeks ago,10.383333333333333,"228,385 views",https://www.youtube.com/watch?v=vhT-I3myPPI,22.8385
y6v59v3RD7o,Les Moments Les Plus Étranges Et Les Plus Drôles Du Sport !,Sport,5 months ago,9.516666666666667,"1,295,621 views",https://www.youtube.com/watch?v=y6v59v3RD7o,129.5621
xqI4M4mwXOc,Die Lustigsten Und Peinlichsten Momente Im Sport!,Sport,3 months ago,7.383333333333334,"306,753 views",https://www.youtube.com/watch?v=xqI4M4mwXOc,30.6753
3NDL1sEx60E,REAÇÕES PERNAMBUCANAS - CRUZEIRO 2X1 SPORT [BRASILEIRÃO SÉRIE B 2022],Sport,1 day ago,5.083333333333333,"36,214 views",https://www.youtube.com/watch?v=3NDL1sEx60E,3.6214
Xi2zQzsqwLQ,UMUR UDAH 30 MAIN GINIAN BADAN AUTO ENCOK WKWK!!! Nintendo Swicth Sports [INDO] ~Game Sehat!!,Sport,5 days ago,13.35,"244,403 views",https://www.youtube.com/watch?v=Xi2zQzsqwLQ,24.4403
Wh8jqWkJ7uc,15 MOMENTI IMPOSSIBILI NELLA STORIA DELLO SPORT,Sport,1 year ago,9.433333333333334,"3,210,705 views",https://www.youtube.com/watch?v=Wh8jqWkJ7uc,321.0705
LWT-6zbXzzg,"VN Sports 29/6 |Báo thể thao hàng đầu TG so Hải với Messi, chuyên gia Pau:Hải đủ chuyên môn đá chính",Sport,1 day ago,8.766666666666667,"149,202 views",https://www.youtube.com/watch?v=LWT-6zbXzzg,14.9202
qi5JPnUXGmo,RECADO DE  NETO BAIANO E LISCA PARA A TORCIDA DO SPORT  CRUZEIRO X SPORT,Sport,2 days ago,9.833333333333334,"9,640 views",https://www.youtube.com/watch?v=qi5JPnUXGmo,0.964
BaifiQVkhs8,🤯RONALDO FENÔMENO FALA SOBRE CRUZEIRO X SPORT | NOVO TÉCNICO SAI HOJE ? | PAOLO GUERREIRO NO SPORT ?,Sport,3 days ago,9.133333333333333,"10,471 views",https://www.youtube.com/watch?v=BaifiQVkhs8,1.0471
pbGGkRIewHQ,15 MOMENTS GÊNANTS FILMÉS EN DIRECT DANS LE SPORT | Lama Faché,Sport,1 year ago,9.533333333333333,"1,819,683 views",https://www.youtube.com/watch?v=pbGGkRIewHQ,181.9683
RLTKwocOxOY,This Should Be An Olympic Sport 🤣🏹🙈 #shorts,Sport,1 month ago,0.95,"10,362,931 views",https://www.youtube.com/watch?v=RLTKwocOxOY,1036.2931
k-OrkYu8VfQ,Recado de Lisca para a torcida do Sport,Sport,2 days ago,1.05,"19,931 views",https://www.youtube.com/watch?v=k-OrkYu8VfQ,1.9931
xT3IDXBtRT4,I 15 Momenti Più Imbarazzanti Nello Sport,Sport,2 years ago,10.85,"2,631,655 views",https://www.youtube.com/watch?v=xT3IDXBtRT4,263.1655
zVO_NedrRjY,💣LISCA DOIDO PRÓXIMO DO SPORT AFIRMA GE | ENDERSON MOREIRA FECHADO NO BAHIA,Sport,3 days ago,8.133333333333333,"9,313 views",https://www.youtube.com/watch?v=zVO_NedrRjY,0.9313
RghNvRm02HQ,Sport recebe imprensa e detalha obras da Ilha do Retiro,Sport,19 hours ago,2.683333333333333,"3,955 views",https://www.youtube.com/watch?v=RghNvRm02HQ,0.3955
PTAw38-gtUY,SPORT VAI ATRÁS DO ATACANTE PAOLO GUERREIRO! CONFIRMA PORTAL PERUANO!,Sport,5 days ago,11.966666666666667,"11,967 views",https://www.youtube.com/watch?v=PTAw38-gtUY,1.1967
0eunPne0GC0,Grabe ang Galing! | Pinaka Nakakabilib na Pangyayari sa Sports,Sport,1 year ago,10.45,"2,211,822 views",https://www.youtube.com/watch?v=0eunPne0GC0,221.1822
w_EA-Eopsc8,BASTIDORES de Sport 2x1 Ponte Preta,Sport,3 weeks ago,9.116666666666667,"30,920 views",https://www.youtube.com/watch?v=w_EA-Eopsc8,3.092
knHiCgy8k1U,La exhibición de Mauricio ISLA en su debut con LOS CRUZADOS - TNT Sports,Sport,4 days ago,11.633333333333333,"109,712 views",https://www.youtube.com/watch?v=knHiCgy8k1U,10.9712
4AMVx5GNnsI,ATENÇÃO! SPORT DEMITE O TREINADOR GILMAR DAL PAZZO!,Sport,4 days ago,7.733333333333333,"13,890 views",https://www.youtube.com/watch?v=4AMVx5GNnsI,1.389
fxySIiLNQrs,Stephen A. & PK Subban debate the TOUGHEST postseasons in sports 🍿  | First Take,Sport,10 days ago,4.5,"73,898 views",https://www.youtube.com/watch?v=fxySIiLNQrs,7.3898
MeNlYwUpduU,Mit diesem 10-Minuten-Workout verbrennst du ordentlich Fett,Sport,4 years ago,10.1,"1,167,836 views",https://www.youtube.com/watch?v=MeNlYwUpduU,116.7836
JT0apXZGg-g,"Ginebra vs. NLEX highlights | Honda PBA S47 Philippine Cup 2022 - June 22, 2022",Sport,8 days ago,9.45,"478,153 views",https://www.youtube.com/watch?v=JT0apXZGg-g,47.8153
4tafRM27Acs,KEREN!!! MOBIL SPORT TERBARU DI ISTANA MOBIL SUPER MEWAH SEMUA OTOMATIS DI SAKURA SCHOOL SIMULATOR!!,Sport,3 months ago,16.483333333333334,"580,471 views",https://www.youtube.com/watch?v=4tafRM27Acs,58.0471
CFOsWhGutmE,OFICIAL! LISCA DOIDO É O NOVO TÉCNICO DO SPORT E JÁ CHEGA NA QUARTA-FEIRA. OLHE O QUE ELE PEDIU!,Sport,2 days ago,10.433333333333334,"21,900 views",https://www.youtube.com/watch?v=CFOsWhGutmE,2.19
VHehKPrEExc,Tracker LT 2023 faz você esquecer JEEP RENEGADE SPORT 2023 e T-CROSS TSI!!,Sport,2 days ago,8.2,"5,227 views",https://www.youtube.com/watch?v=VHehKPrEExc,0.5227
VXixvWv93nY,12 esercizi di stretching che puoi fare a casa per bruciare grasso,Sport,4 years ago,15.116666666666667,"1,660,881 views",https://www.youtube.com/watch?v=VXixvWv93nY,166.0881
XHzzvp1Hu-k,🤬VERGONHA DOS MODINHAS DA TORCIDA DO SPORT | 😱SHOW A PARTE DA TORCIDA DO VASCO | VASCO 3X0 OPERÁRIO,Sport,5 days ago,7.483333333333333,"37,133 views",https://www.youtube.com/watch?v=XHzzvp1Hu-k,3.7133
n8QpoWx1YI0,"Aleix NGAMUK?, Quartararo Auto Dihukum 🏁 Rossi Pasti Bangga 🏁 Insiden Horor Mir 🏁 Yamaha Susul Honda",Sport,3 days ago,13.2,"123,624 views",https://www.youtube.com/watch?v=n8QpoWx1YI0,12.3624
x-wEsn22LfI,Sport 1 x 1 Fortaleza | Gols | Final da Copa do Nordeste 2022,Sport,2 months ago,1.6166666666666667,"39,847 views",https://www.youtube.com/watch?v=x-wEsn22LfI,3.9847
9klygtT1jvA,O QUE ELE FALOU SOBRE CRUZEIRO X SPORT | BRASILEIRÃO 2022,Sport,3 days ago,3.85,"1,071 views",https://www.youtube.com/watch?v=9klygtT1jvA,0.1071
7mW0OfBWY84,"Brgy. Ginebra vs. Rain or Shine highlights | Honda PBA S47 Philippine Cup 2022 - June 15, 2022",Sport,2 weeks ago,12.116666666666667,"474,097 views",https://www.youtube.com/watch?v=7mW0OfBWY84,47.4097
SOWVdnPHeV8,🦊💙 BASTIDORES | CRUZEIRO 2 X 1 SPORT - VIRADA NO MINEIRÃO E FESTA DA NAÇÃO AZUL!,Sport,16 hours ago,13.733333333333333,"28,916 views",https://www.youtube.com/watch?v=SOWVdnPHeV8,2.8916
ELPXd5unbx0,GRINGO CHEGANDO NO SPORT! ATACANTE ESTÁ PRÓXIMO DE DISPUTAR A SERIE B PELO SPORT. VEJA QUEM É,Sport,7 days ago,10.5,"8,139 views",https://www.youtube.com/watch?v=ELPXd5unbx0,0.8139
bTvx23GfIpo,REAÇÕES CAMPINEIRAS - SPORT 2X1 PONTE PRETA [ BRASILEIRÃO SÉRIE B 2022 ],Sport,3 weeks ago,7.0,"10,380 views",https://www.youtube.com/watch?v=bTvx23GfIpo,1.038
Rkv_7SZJ0ys,🦊🎙 ENTREVISTA COLETIVA | PAULO PEZZOLANO - CRUZEIRO 2 X 1 SPORT,Sport,1 day ago,9.95,"7,895 views",https://www.youtube.com/watch?v=Rkv_7SZJ0ys,0.7895
zFj13k-ZOJE,King Of The Table - Heavy Athletes!,Sport,7 days ago,1.6833333333333333,"394,176 views",https://www.youtube.com/watch?v=zFj13k-ZOJE,39.4176
Kotg9GNxYoM,Tivi Gunz x Braulio Fogon - Joseador 5 (Sport) (Video Oficial),Sport,3 weeks ago,2.75,"478,906 views",https://www.youtube.com/watch?v=Kotg9GNxYoM,47.8906
vK-A__Typ_Y,Cruzeiro 2 x 1 Sport pela 15ª Rodada da Série B 2022 - Reportagem,Sport,23 hours ago,4.616666666666666,"19,905 views",https://www.youtube.com/watch?v=vK-A__Typ_Y,1.9905
7-sZEcAbh9o,Juventus: la bomba sul mercato bianconero ||| Analisi calciomercato Fcm Sport,Sport,6 hours ago,9.466666666666667,"6,031 views",https://www.youtube.com/watch?v=7-sZEcAbh9o,0.6031
9L5IUuD-0W8,"PART II   || Nggak Nyangka... Gembel Naik MOBIL SPORT,  Cewenya Malah Klepek-Klepek.",Sport,4 days ago,14.816666666666666,"701,553 views",https://www.youtube.com/watch?v=9L5IUuD-0W8,70.1553
_kjmqxJ413o,É HOJE! SPORT PERDEU E VASCO PODE ABRIR GRANDE DISTANCIA NO G4 | PALÁCIOS TITULAR E FIGUEIREDO DE 9!,Sport,1 day ago,9.95,"24,797 views",https://www.youtube.com/watch?v=_kjmqxJ413o,2.4797
_MDZgeqFpLM,VIRAL Kakek 103 Tahun Bawa Uang Sekarung Beli Pajero Sport,Sport,12 hours ago,2.183333333333333,"10,577 views",https://www.youtube.com/watch?v=_MDZgeqFpLM,1.0577
Blb9LqOB6XM,MOST EMBARRASSING MOMENTS IN SPORTS !!  😁,Sport,1 month ago,8.633333333333333,"6,107,220 views",https://www.youtube.com/watch?v=Blb9LqOB6XM,610.722
ES-kWa21bhk,1 IN A MILLION MOMENTS IN SPORTS ! 😳,Sport,5 months ago,5.933333333333334,"29,016,147 views",https://www.youtube.com/watch?v=ES-kWa21bhk,2901.6147
T4NOt727wqI,20 Comfort Foods From Around The World,Food,2 years ago,12.033333333333333,"5,209,690 views",https://www.youtube.com/watch?v=T4NOt727wqI,520.969
FqNEx17crMI,Kids Try Prison Food from Around the World | Kids Try | HiHo Kids,Food,2 years ago,5.616666666666666,"13,710,516 views",https://www.youtube.com/watch?v=FqNEx17crMI,1371.0516
7qOl97KGQDc,Gordon Ramsay Cooks Street Food In India | Gordon's Great Escape,Food,3 years ago,7.25,"15,213,235 views",https://www.youtube.com/watch?v=7qOl97KGQDc,1521.3235
Z9RD_wPDlpQ,US vs UK Popeyes | Food Wars,Food,5 months ago,19.466666666666665,"1,501,902 views",https://www.youtube.com/watch?v=Z9RD_wPDlpQ,150.1902
iCzh4bV1dAs,when the food is straight up bussin | Kitchen Nightmares,Food,1 year ago,17.766666666666666,"19,673,563 views",https://www.youtube.com/watch?v=iCzh4bV1dAs,1967.3563
DFjkHnZCqmU,Last Minute Super Bowl Food Spread In 3 Hours,Food,4 months ago,11.6,"2,429,856 views",https://www.youtube.com/watch?v=DFjkHnZCqmU,242.9856
t-e_xTbAydE,4 Levels of Pasta Bolognese: Amateur to Food Scientist | Epicurious,Food,9 days ago,16.966666666666665,"414,257 views",https://www.youtube.com/watch?v=t-e_xTbAydE,41.4257
vQMo2Sg1p-Y,Pakistan Street Food at Night!! Vegans Won’t Survive Here!!,Food,8 days ago,17.1,"3,803,689 views",https://www.youtube.com/watch?v=vQMo2Sg1p-Y,380.3689
nUZCE40n2zg,I Ate Gordon Ramsay’s Food For An Entire Day,Food,2 months ago,11.416666666666666,"5,096,402 views",https://www.youtube.com/watch?v=nUZCE40n2zg,509.6402
9i4SKHbhbqk,The Best Fast Food Recipes | Part One | Gordon Ramsay,Food,1 year ago,16.2,"31,324,872 views",https://www.youtube.com/watch?v=9i4SKHbhbqk,3132.4872
CKnGXZxK7zs,Popular Fast-Food Restaurants In Every State | 50 State Favorites,Food,1 year ago,9.716666666666667,"3,733,724 views",https://www.youtube.com/watch?v=CKnGXZxK7zs,373.3724
lnIWTv2xdk8,Ultimate Food Hacks That Will Leave You Speechless,Food,3 months ago,12.483333333333333,"1,291,141 views",https://www.youtube.com/watch?v=lnIWTv2xdk8,129.1141
QZBUfZDe_0U,24 HOURS Eating at Europe’s LARGEST DEPARTMENT STORE! Harrods FOOD COURT & Restaurant Review,Food,10 days ago,18.05,"632,814 views",https://www.youtube.com/watch?v=QZBUfZDe_0U,63.2814
gVUmDZy3DWI,Daredevils of Dining!! Central Asia’s Extreme Street Food!!,Food,4 weeks ago,17.483333333333334,"2,457,057 views",https://www.youtube.com/watch?v=gVUmDZy3DWI,245.7057
ooqdg9Wr-mo,World’s Most Expensive Food!,Food,1 year ago,8.1,"36,467,828 views",https://www.youtube.com/watch?v=ooqdg9Wr-mo,3646.7828
0v-RpuPILX0,Filipino-Style Barbecue Chicken - Food Wishes,Food,12 days ago,12.666666666666666,"179,577 views",https://www.youtube.com/watch?v=0v-RpuPILX0,17.9577
uRM0yMF0AtQ,"MOST POPULAR FOOD FOR ASMR + ALFREDO SAUCE (MOZZARELLA CORN DOG, NUGGETS, ONION RINGS, HASH BROWNS)",Food,2 years ago,16.316666666666666,"16,673,043 views",https://www.youtube.com/watch?v=uRM0yMF0AtQ,1667.3043
bTCQhMMfse0,Junk Food,Food,2 years ago,8.15,"70,778,293 views",https://www.youtube.com/watch?v=bTCQhMMfse0,7077.8293
16mWs3gNcwc,US vs UK Wingstop | Food Wars | Food Insider,Food,1 year ago,14.716666666666667,"3,698,302 views",https://www.youtube.com/watch?v=16mWs3gNcwc,369.8302
YKZLTo93ULY,The World's BIGGEST Chinese Food Platter Challenge!,Food,1 month ago,10.583333333333334,"685,011 views",https://www.youtube.com/watch?v=YKZLTo93ULY,68.5011
bj_M6w_LGgw,I Tasted Every Food At Disneyland,Food,5 days ago,9.733333333333333,"1,058,016 views",https://www.youtube.com/watch?v=bj_M6w_LGgw,105.8016
0vpJ7QsAsD8,"ASMR *PURPLE FOOD* JELLY DONUT, PEEPS, CANDY CORN, POPPING BOBA, ROCK CANDY, GRAPE CRUSH MUKBANG 먹방",Food,1 year ago,17.016666666666666,"31,536,208 views",https://www.youtube.com/watch?v=0vpJ7QsAsD8,3153.6208
DVqdF4tScVs,McDonald’s Pakistan VS India!! Epic Fast Food Showdown!!,Food,2 months ago,15.1,"5,661,053 views",https://www.youtube.com/watch?v=DVqdF4tScVs,566.1053
3QxV-Kb-__I,EXTREME Spicy Food TikTok Compilation 17 🥵,Food,4 months ago,16.616666666666667,"9,312,548 views",https://www.youtube.com/watch?v=3QxV-Kb-__I,931.2548
mSjrVaysuvk,COSTCO FOODS,Food,10 days ago,12.6,"582,400 views",https://www.youtube.com/watch?v=mSjrVaysuvk,58.24
QYVyjS-Ky9E,£100 Takeaway Challenge | Can we IMPRESS THE CHEF?? | Sorted Food,Food,8 days ago,17.65,"388,771 views",https://www.youtube.com/watch?v=QYVyjS-Ky9E,38.8771
Wxdj970RM7M,The Most Iconic Food In Every State | 50 State Favorites,Food,1 year ago,9.166666666666666,"7,192,664 views",https://www.youtube.com/watch?v=Wxdj970RM7M,719.2664
uCUge68Z228,BIG VS MEDIUM VS SMALL FOOD CHALLENGE || Last To Stop Wins! Giant VS Tiny Food by 123 GO! FOOD,Food,7 months ago,9.7,"6,093,698 views",https://www.youtube.com/watch?v=uCUge68Z228,609.3698
_ctbfHbS5BM,The BBQ King Of Brooklyn | Street Food Icons,Food,3 months ago,10.516666666666667,"1,129,183 views",https://www.youtube.com/watch?v=_ctbfHbS5BM,112.9183
geswqDSXs9s,"Armenian-Style Potato Salad - The Best No Mayo, No Egg Potato Salad - Food Wishes",Food,1 day ago,9.283333333333333,"88,928 views",https://www.youtube.com/watch?v=geswqDSXs9s,8.8928
_4aS5vXNLVw,EXOTIC FOOD RECIPES YOU'LL WANT TO TRY || 5-Minute Recipes For Special Occasions!,Food,1 year ago,10.666666666666666,"11,211,084 views",https://www.youtube.com/watch?v=_4aS5vXNLVw,1121.1084
Je_tEM5hQWg,UNREAL Zimbabwe Street Food!! ONLY Meat Eaters Allowed!!,Food,3 months ago,17.983333333333334,"2,172,567 views",https://www.youtube.com/watch?v=Je_tEM5hQWg,217.2567
NLPuCclm5lA,THE MOST SATISFYING FOOD VIDEO COMPILATION | SATISFYING AND TASTY FOOD,Food,1 year ago,12.266666666666667,"4,549,729 views",https://www.youtube.com/watch?v=NLPuCclm5lA,454.9729
2J2YERCzcT0,Food Hacks And Cooking You MUST See,Food,11 months ago,15.866666666666667,"5,884,767 views",https://www.youtube.com/watch?v=2J2YERCzcT0,588.4767
Y8PIcsCtA_k,Food Emoji Food Challenge,Food,5 years ago,11.183333333333334,"47,675,403 views",https://www.youtube.com/watch?v=Y8PIcsCtA_k,4767.5403
kJSNzQRJjRI,Pakistani Food FAIL!! Underground Goat Cooking Goes Wrong!!,Food,1 day ago,17.666666666666668,"756,776 views",https://www.youtube.com/watch?v=kJSNzQRJjRI,75.6776
9vIuMhynx1s,"Try Not To Eat - Family Guy (Peter's Food Truck, Car Panini, Cool Whip) | People Vs. Food",Food,3 weeks ago,13.166666666666666,"978,908 views",https://www.youtube.com/watch?v=9vIuMhynx1s,97.8908
VooHiweb1sw,Sneaky Ways Fast Food Restaurants Get You To Spend Money,Food,3 years ago,6.8,"7,406,778 views",https://www.youtube.com/watch?v=VooHiweb1sw,740.6778
lJ8PdLpbcd8,Busting 100 Food Myths in 24 Hours,Food,2 months ago,12.033333333333333,"7,782,146 views",https://www.youtube.com/watch?v=lJ8PdLpbcd8,778.2146
J8wZOkp-gz4,Singapore's RECORD BREAKING Chili Crab!! Massive Seafood of Asia!!,Food,12 days ago,11.5,"2,035,009 views",https://www.youtube.com/watch?v=J8wZOkp-gz4,203.5009
W20wnEQTWUs,The Hot Dog King of Tulsa | Street Food Icons,Food,9 months ago,10.466666666666667,"2,687,200 views",https://www.youtube.com/watch?v=W20wnEQTWUs,268.72
Hz-qlYylXvY,"How 160-Kilogram Paellas Feed 1,400 People In Spain | Big Batches | Food Insider",Food,2 weeks ago,6.866666666666666,"367,141 views",https://www.youtube.com/watch?v=Hz-qlYylXvY,36.7141
XVMxZMxkAgM,6 Times Gordon Ramsay Actually LIKED THE FOOD! | Kitchen Nightmares COMPILATION,Food,5 years ago,6.05,"74,930,167 views",https://www.youtube.com/watch?v=XVMxZMxkAgM,7493.0167
pp-zw4ykOpw,Testing a 5 Course Menu in an Air Fryer?! | Sorted Food,Food,2 weeks ago,19.883333333333333,"566,641 views",https://www.youtube.com/watch?v=pp-zw4ykOpw,56.6641
pn0LSvhafYw,Pakistan Street Food VS India Street Food!! Who does it better?,Food,1 month ago,12.116666666666667,"5,054,326 views",https://www.youtube.com/watch?v=pn0LSvhafYw,505.4326
VzPJE4LUxC4,A5 Wagyu Roti Don from Food Wars! | Anime with Alvin,Food,3 weeks ago,6.083333333333333,"593,482 views",https://www.youtube.com/watch?v=VzPJE4LUxC4,59.3482
sOjKF1Xvtnk,Frozen vs. Fast vs. Fancy Food Taste Test,Food,10 days ago,18.783333333333335,"1,321,233 views",https://www.youtube.com/watch?v=sOjKF1Xvtnk,132.1233
GT9k0i8CMMk,Cost of living: Inflation hits 40-year high as food prices rise,Food,7 days ago,5.616666666666666,"84,896 views",https://www.youtube.com/watch?v=GT9k0i8CMMk,8.4896
MXfPEAU2d0s,Singapore Night Markets Return with Street Food,Food,1 month ago,14.983333333333333,"713,319 views",https://www.youtube.com/watch?v=MXfPEAU2d0s,71.3319
H3mDsJ04J2o,"Try Not To Eat - Parks and Rec (Paunch Burger, Meat Tornado, Snake Juice) | People Vs. Food",Food,5 days ago,11.966666666666667,"455,508 views",https://www.youtube.com/watch?v=H3mDsJ04J2o,45.5508
